mAweYd2717,573,9,0.000029547987912,
CDlibs2728,894,9,0.000110957120590,
YwdlMm1959,232,9,0.053416982092883,
Q_caAi3091,15,1966,0.449456924106645,
scIgwA1066,9,2332,239.186515729154252,
elIfll513,28,9,12.459839450890557,
Dkaalm409,3232,9,0.000059449609578,
Clemdk738,9,2415,509.684252655430669,
DdieUe392,12233,15,5.088175956764046,
wdeaDu706,9,1032,252123.901050664338982,
_AdlSM1032,9,1168,23.722110209571401,
esJUFk380,606,12,0.974625008621340,
gx_Sss2686,262,9,0.000163287988026,
kmla_s279,2566,9,0.113117344523651,
ldmmai1504,9,8702,1981.731842167685045,
iwYwka1061,9,49,2927.480060338896692,
xe_g_U32,68,9,0.000038703276487,
Dkslms2688,9,460,37.105645412878054,
mDakwS1830,9,4648,3160.201932139968903,
Ugmam_2757,1174,9,0.000983636696404,
CdsefF143,12,22,0.972339287025496,
dd_skQ3094,839,1966,0.019437506648160,
aAAdwa408,12376,15,0.979960425652637,
lk_imS2780,9,473,2.387009920302039,
PaFall3956,15,22,0.967851847557756,
imsQfU30,9,3151,1299281.309500619536266,
flxd_a3958,15,12,0.958373673393057,
kfjsad1252,2305,9,0.000071698501332,
elaJwb1767,2740,9,0.007658941118842,
dmxeJa2044,22,9,0.000341492381117,
deIaeD1428,12761,9,0.000467487202686,
aeakIa758,15,12,1.035615930291228,
pxddJu3166,772,1966,3.101067535301302,
DiCsMi67,12,15,0.956056615614822,
egdmui2658,59,10,0.371120569320306,
laMmmp2330,1579,9,0.002332972939998,
es_JeY2929,15,12,0.980105733326773,
kpuiAe2681,28,345,4420.366837292410310,
AssDed1861,198,22,2.169580077635692,
Deiasa2678,9,10,2953.385737615404196,
wdkeas3957,15,1486,1.036053934568774,
edDefa2731,527,9,0.000119899575747,
usajsh2282,9,839,62556.815959074541752,
dipauk888,9,213,130980.969054716944811,
kgdkfl483,28,1704,2606.954404744700696,
jYdkm_3958,606,22,1.006048276379691,
faQuld261,12238,9,0.001637405794932,
SlajUm152,4808,28,1.000184600054924,
la_dmD2416,9,606,3019.076029463731174,
dlamdl230,13544,9,0.005966452854641,
xulsae2089,1285,28,0.970940574890286,
_kU_ax731,9,2332,268.137730838055916,
Dsmasj28,518,1704,1228.046251502943505,
wJIwed1257,21506,9,0.000907781369003,
CUkmla841,76,9,0.004506822381439,
gkmdlA2807,426,15,0.208215099254209,
kfmCed1440,389,13074,1.021648481126443,
is_QJl2363,3220,9,0.012616437061362,
ijfaAf2757,1174,9,0.000973379990686,
jIYAa_28,36,518,0.000473918183380,
jMhagd1929,9,389,1354.893828986547305,
adcklA1166,9,4852,2942.065633641433578,
MlmmSw1307,9,203,3534.395321927436271,
IAk_aa392,12233,15,4.717418160888424,
_Mjlds400,879,198,0.659717449437553,
_aaJSi2692,9,504,7743.964116829678460,
kdllai1227,430,9,0.000152428101368,
fissld1828,9,888,6268.801113779820298,
adeile1639,9,12761,1936.331826906955939,
Ual_ji3066,76,1966,5.942326361708814,
wemjmf1989,9,68,27071.326257277327386,
jmiP_x2695,9,578,15914.276394196793262,
sUkcJa945,4157,9,0.001413796719136,
lDDMkk2971,1966,6404,0.462857569101411,
keCxid67,22,12,0.992850574118483,
sima_Y2668,326,9,0.000147497587781,
mJlijA299,1486,19,0.972831154734196,
UlDmdi158,2740,9,0.006939422720208,
DwmeYa28,770,1524,0.024685750845160,
piPUds1888,9,1285,0.073055123856841,
f_acd_3957,1486,22,1.048795006335219,
fpdeJk1911,879,9,0.000507263074134,
liawDe732,29249,28,0.969103390653236,
YlJmDd669,2775,9,0.004333779343383,
mPAYaD2532,9,12,2937.938305648664937,
_ssdDA15,28,9,12.914903101008445,
mwFDIa1927,768,9,0.000794831470740,
FDuPdC2015,28,12,39179.538302147295326,
Djd_el3166,1966,772,0.277364113599966,
lkisDd305,150,9,0.000417887425233,
AhIQFd846,9,22,2912.480000669008405,
_ifiSw2657,180,9,0.000334434796164,
lhcmgd1317,9,198,1475.733350366371042,
sfl_ef3180,1966,1285,0.000057097439223,
eadMd_1438,9,12156,108.109839190520646,
kelUdi1621,15,12233,0.192063314498141,
scPxlD1768,6820,22,0.958231976894870,
ak_kag3181,527,1966,0.169513092814305,
D_Ascw2977,1966,213,92.168560438566786,
wIddAl3106,1966,96,0.359560118175848,
DIusei158,2740,9,0.007069915861695,
kedAUm567,28,387,37951.256639673527388,
aDdwld3957,15,22,1.031090957422987,
aQmDki1038,9,3414,1624.721413166705133,
iwdllF2388,9,1515,13.515933778435748,
m_Akka2020,9,312,116043695.330256730318069,
klufUI2988,1966,1522,0.200306148421335,
efdmbs2416,606,9,0.000332874836546,
CaAael2695,578,9,0.000060883033757,
sdf_Md883,9,1579,386.153422543912825,
dMClx_149,846,9,0.000345338954364,
eaUkJM28,92,518,0.091027152503660,
fkUlas1888,9,1285,0.073054587222923,
ee_mkI1967,96,9,0.002074933544996,
PifJkk2741,9,1114,47098.451327390655933,
elwiPm3005,3425,1966,0.154243758157904,
dlsecm621,76,9,0.004755011867714,
clMmsa2737,9,668,1764.098605376511614,
lpDexe88,387,12,1.022349430611976,
dsaduD2051,4072,389,0.172041377442080,
ejAfeD681,854,9,0.043540994881200,
sad_k_210,2672,9,0.000001564553187,
Jia_lw126,9,782,46355.792689725967648,
daied_519,9,92,1.663093983047714,
asxmkk1504,8702,9,0.000398025027169,
QlMI_S28,9,92,1.573578262694440,
ddjCdQ935,1042,9,0.052106836084726,
aeDb_h2823,9,19,2921.636510443013776,
auessd299,1486,19,1.012189705468042,
kmg_Fp400,198,430,4.099022551862740,
sdMhAm2849,759,9,0.000042683312973,
dilsds2702,976,9,0.013273152492227,
SJglmc3054,1966,3614,8.617270780152374,
mCflid935,1042,9,0.052375441624489,
Chadms974,2430,9,0.000066290834130,
dlks_k3181,1966,527,5.913949176417978,
ixibsk958,9,504,7911.989264874257060,
eJClgl2947,1966,1542,2.408211784836586,
_QdesD2547,15,312,34749.989453116751974,
eilssI1602,2415,9,0.001950120919166,
ijdJwu1618,9,297,6476.897977860757237,
sDMYuD28,92,1524,14.387151365408458,
maUgaA1610,759,9,0.000046955020749,
mMIQbD21,718,9,0.001589218730609,
Icp_l_1152,12,978,7850.287201704638392,
xsfPJk1016,9,3232,16288.597869290671952,
Udlaes2048,9,1042,19.011075171152328,
slxPaD1348,1045,9,0.000091463826071,
PYsea_1931,9,28,0.074927280263472,
alilmd2768,137,9,0.027984688390244,
keSsaa2440,15,272,4.715829854706227,
eMIAal1152,978,12,0.000117797372937,
Skxfbe1665,9,2672,623503.646463825949468,
sfIAAw239,9,12670,3225.195699888032777,
aFwDal2846,280,28,0.000003131570363,
wlwAlh28,1042,92,0.086539954322816,
FUpmxl2333,9,513,571.074316291346577,
diMJAd79,130,9,0.000024107447541,
lQAsAx167,2970,9,0.001119102214719,
salueQ28,1524,1042,0.725243806843838,
_dleda28,770,1042,0.018848868803325,
M_klDs912,9,12226,753.568148704792520,
aY_eld2929,15,12,0.994829778932557,
auYafS2674,297,30,0.032227966644157,
Dsadmk2564,1764,1856,1.838126076221532,
PmhDle257,9,4157,636.311708682069820,
Plklmw762,15,4072,2.364580462312626,
wkxiaf2388,9,1515,13.560218872285731,
D_mMCf298,49,19,0.954010221925624,
ldCUAa2020,9,312,113555923.346790716052055,
l_sklj28,518,92,10.098199726281738,
MAcCie2420,2108,9,0.028778029309063,
Ua_clM222,9,1492,124050.096320983298938,
eeedmC221,12048,9,0.000327223712803,
